root	run	checkpoint	weights_path	size_bytes	size_gb	mtime	modified
outputs	qwen3-4b-static-recurrent-kv-target-embedding-hidden-states-bare-gate-all36-b16-l5-4node-09101112-mix-epoch3-20260911	epoch_3_step_59253	/share/guorui/投机解码训练/SpecForge/outputs/qwen3-4b-static-recurrent-kv-target-embedding-hidden-states-bare-gate-all36-b16-l5-4node-09101112-mix-epoch3-20260911/epoch_3_step_59253/model.safetensors	1163438602	1.084	1789164243	2026-09-12 06:04
outputs	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_140000	/share/guorui/投机解码训练/SpecForge/outputs/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_140000/model.safetensors	269723866	0.251	1789131995	2026-09-11 21:06
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_135000-20260911-130635	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_135000-20260911-130635/model.safetensors	269723866	0.251	1789131217	2026-09-11 20:53
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_130000-20260911-125337	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_130000-20260911-125337/model.safetensors	269723866	0.251	1789130439	2026-09-11 20:40
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_125000-20260911-124039	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_125000-20260911-124039/model.safetensors	269723866	0.251	1789129658	2026-09-11 20:27
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_120000-20260911-122738	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_120000-20260911-122738/model.safetensors	269723866	0.251	1789128883	2026-09-11 20:14
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_115000-20260911-121443	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_115000-20260911-121443/model.safetensors	269723866	0.251	1789128102	2026-09-11 20:01
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_110000-20260911-120142	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_110000-20260911-120142/model.safetensors	269723866	0.251	1789127324	2026-09-11 19:48
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_105000-20260911-114844	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_105000-20260911-114844/model.safetensors	269723866	0.251	1789126546	2026-09-11 19:35
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_100000-20260911-113546	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_100000-20260911-113546/model.safetensors	269723866	0.251	1789125773	2026-09-11 19:22
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_95000-20260911-112253	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_95000-20260911-112253/model.safetensors	269723866	0.251	1789124996	2026-09-11 19:09
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_1_step_90000-20260911-110956	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_1_step_90000-20260911-110956/model.safetensors	269723866	0.251	1789124218	2026-09-11 18:56
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_85000-20260911-105658	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_85000-20260911-105658/model.safetensors	269723866	0.251	1789123441	2026-09-11 18:44
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_80000-20260911-104401	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_80000-20260911-104401/model.safetensors	269723866	0.251	1789122665	2026-09-11 18:31
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_75000-20260911-103105	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_75000-20260911-103105/model.safetensors	269723866	0.251	1789121887	2026-09-11 18:18
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_70000-20260911-101807	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_70000-20260911-101807/model.safetensors	269723866	0.251	1789121112	2026-09-11 18:05
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_65000-20260911-100512	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_65000-20260911-100512/model.safetensors	269723866	0.251	1789120337	2026-09-11 17:52
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_60000-20260911-095217	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_60000-20260911-095217/model.safetensors	269723866	0.251	1789119562	2026-09-11 17:39
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_55000-20260911-093922	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_55000-20260911-093922/model.safetensors	269723866	0.251	1789118786	2026-09-11 17:26
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_50000-20260911-092626	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_50000-20260911-092626/model.safetensors	269723866	0.251	1789118011	2026-09-11 17:13
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_45000-20260911-091331	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_45000-20260911-091331/model.safetensors	269723866	0.251	1789117238	2026-09-11 17:00
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_40000-20260911-090038	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_40000-20260911-090038/model.safetensors	269723866	0.251	1789116466	2026-09-11 16:47
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_35000-20260911-084746	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_35000-20260911-084746/model.safetensors	269723866	0.251	1789115691	2026-09-11 16:34
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_30000-20260911-083451	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_30000-20260911-083451/model.safetensors	269723866	0.251	1789114914	2026-09-11 16:21
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_25000-20260911-082154	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_25000-20260911-082154/model.safetensors	269723866	0.251	1789114140	2026-09-11 16:09
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_20000-20260911-080900	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_20000-20260911-080900/model.safetensors	269723866	0.251	1789113366	2026-09-11 15:56
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_15000-20260911-075606	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_15000-20260911-075606/model.safetensors	269723866	0.251	1789112590	2026-09-11 15:43
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_10000-20260911-074310	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_10000-20260911-074310/model.safetensors	269723866	0.251	1789111818	2026-09-11 15:30
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_5000-20260911-073018	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_5000-20260911-073018/model.safetensors	269723866	0.251	1789111041	2026-09-11 15:17
outputs	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_35000	/share/guorui/投机解码训练/SpecForge/outputs/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_35000/model.safetensors	269734212	0.251	1789110050	2026-09-11 15:00
outputs	q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-002-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_5000	/share/guorui/投机解码训练/SpecForge/outputs/q3-06-static-one-gate-difference-pool-domino-b8-l5-1node-002-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_5000/model.safetensors	269723866	0.251	1789109366	2026-09-11 14:49
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_30000-20260911-070050	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_30000-20260911-070050/model.safetensors	269734212	0.251	1789109258	2026-09-11 14:47
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_25000-20260911-064738	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_25000-20260911-064738/model.safetensors	269734212	0.251	1789108468	2026-09-11 14:34
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_20000-20260911-063428	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_20000-20260911-063428/model.safetensors	269734212	0.251	1789107683	2026-09-11 14:21
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_15000-20260911-062123	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_15000-20260911-062123/model.safetensors	269734212	0.251	1789106893	2026-09-11 14:08
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_10000-20260911-060813	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_10000-20260911-060813/model.safetensors	269734212	0.251	1789106105	2026-09-11 13:55
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_5000-20260911-055505	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_5000-20260911-055505/model.safetensors	269734212	0.251	1789105315	2026-09-11 13:41
outputs	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_55000	/share/guorui/投机解码训练/SpecForge/outputs/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_55000/model.safetensors	271045148	0.252	1789104208	2026-09-11 13:23
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_50000-20260911-052328	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_50000-20260911-052328/model.safetensors	271045148	0.252	1789103413	2026-09-11 13:10
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_45000-20260911-051013	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_45000-20260911-051013/model.safetensors	271045148	0.252	1789102478	2026-09-11 12:54
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_40000-20260911-045438	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_40000-20260911-045438/model.safetensors	271045148	0.252	1789100946	2026-09-11 12:29
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_35000-20260911-042906	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_35000-20260911-042906/model.safetensors	271045148	0.252	1789100157	2026-09-11 12:15
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_30000-20260911-041557	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_30000-20260911-041557/model.safetensors	271045148	0.252	1789099361	2026-09-11 12:02
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_25000-20260911-040241	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_25000-20260911-040241/model.safetensors	271045148	0.252	1789098575	2026-09-11 11:49
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_20000-20260911-034935	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_20000-20260911-034935/model.safetensors	271045148	0.252	1789097782	2026-09-11 11:36
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_15000-20260911-033623	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_15000-20260911-033623/model.safetensors	271045148	0.252	1789096992	2026-09-11 11:23
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_10000-20260911-032312	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_10000-20260911-032312/model.safetensors	271045148	0.252	1789095048	2026-09-11 10:50
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911	epoch_0_step_5000-20260911-025048	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-gated-norm-b8-l5-1node-011-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260911/epoch_0_step_5000-20260911-025048/model.safetensors	271045148	0.252	1789094259	2026-09-11 10:37
outputs	qwen3-4b-static-recurrent-kv-target-embedding-hidden-states-bare-gate-all36-b16-l5-4node-09101112-epoch3-20260911	epoch_2_step_60000	/share/guorui/投机解码训练/SpecForge/outputs/qwen3-4b-static-recurrent-kv-target-embedding-hidden-states-bare-gate-all36-b16-l5-4node-09101112-epoch3-20260911/epoch_2_step_60000/model.safetensors	1163438602	1.084	1789089591	2026-09-11 09:19
outputs	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_130000	/share/guorui/投机解码训练/SpecForge/outputs/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_130000/model.safetensors	271045148	0.252	1789089027	2026-09-11 09:10
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_125000-20260911-011027	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_125000-20260911-011027/model.safetensors	271045148	0.252	1789088267	2026-09-11 08:57
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_120000-20260911-005747	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_120000-20260911-005747/model.safetensors	271045148	0.252	1789087480	2026-09-11 08:44
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_115000-20260911-004440	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_115000-20260911-004440/model.safetensors	271045148	0.252	1789086722	2026-09-11 08:32
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_110000-20260911-003202	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_110000-20260911-003202/model.safetensors	271045148	0.252	1789085975	2026-09-11 08:19
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_105000-20260911-001935	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_105000-20260911-001935/model.safetensors	271045148	0.252	1789085199	2026-09-11 08:06
cache/checkpoint-trash	q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910	epoch_1_step_100000-20260911-000639	/share/guorui/投机解码训练/SpecForge/cache/checkpoint-trash/q3-06-static-one-gate-difference-pool-domino-sink-pre-gated-norm-b8-l5-1node-019-fromscratch-bs2-globalbs16-epoch2-gamma7-eval1k-20260910/epoch_1_step_100000-20260911-000639/model.safetensors	271045148	0.252	1789084416	2026-09-11 07:53
